order_date_dateorders,daily_orders,daily_sales,daily_avg_benefit,daily_late_rate
2016-06-26 07:17:00,5,1179.88,58.66,0.0
2016-06-26 08:00:00,1,99.99,38.54,1.0
2016-06-26 08:21:00,5,415.96,-24.44,1.0
2016-06-26 08:42:00,3,419.93,-49.9,1.0
2016-06-26 09:03:00,5,959.9,52.39,0.0
2016-06-26 09:24:00,3,284.93,-35.6,1.0
2016-06-26 09:45:00,1,39.99,12.24,0.0
2016-06-26 10:06:00,2,349.96,48.18,1.0
2016-06-26 10:27:00,5,1289.91,60.27,1.0
2016-06-26 11:09:00,5,1249.95,72.83,0.0
2016-06-26 12:12:00,5,829.94,45.37,1.0
2016-06-26 12:54:00,4,699.92,22.73,0.0
2016-06-26 13:36:00,3,699.94,-78.05,1.0
2016-06-26 13:57:00,1,139.96,49.46,1.0
2016-06-26 14:18:00,2,529.97,35.2,1.0
2016-06-26 14:39:00,5,1324.8,10.97,1.0
2016-06-26 15:00:00,4,1029.95,-139.2,1.0
2016-06-26 15:21:00,4,589.95,23.87,1.0
2016-06-26 15:42:00,2,499.96,87.35,1.0
2016-06-26 16:03:00,4,889.92,-11.2,0.0
2016-06-26 16:24:00,4,779.93,57.08,0.0
2016-06-26 16:45:00,1,199.99,16.95,1.0
2016-06-26 17:06:00,4,679.93,28.15,1.0
2016-06-26 17:27:00,3,549.88,-5.77,1.0
2016-06-26 17:48:00,4,485.96,-35.09,0.0
2016-06-26 18:09:00,5,929.84,-44.68,0.0
2016-06-26 18:30:00,4,434.91,13.28,0.0
2016-06-26 18:51:00,5,1249.89,-44.95,1.0
2016-06-26 19:12:00,5,999.84,38.97,1.0
2016-06-26 19:33:00,5,791.86,48.17,0.0
2016-06-26 20:15:00,4,945.94,41.57,1.0
2016-06-26 20:36:00,4,719.95,33.84,1.0
2016-06-26 20:57:00,5,1009.94,54.98,1.0
2016-06-26 22:00:00,4,979.88,31.43,0.0
2016-06-26 22:21:00,5,979.82,67.02,1.0
2016-06-26 22:42:00,4,589.89,5.39,1.0
2016-06-26 23:03:00,3,1099.94,40.55,0.0
2016-06-26 23:24:00,5,645.9,12.36,0.0
2016-06-26 23:45:00,3,629.95,72.4,0.0
2016-06-27 00:06:00,2,209.93,32.7,1.0
2016-06-27 00:28:00,5,725.83,-41.44,1.0
2016-06-27 01:10:00,3,599.89,16.62,0.0
2016-06-27 01:31:00,2,479.96,99.97,0.0
2016-06-27 01:52:00,4,1199.81,93.54,1.0
2016-06-27 02:13:00,1,299.98,84.38,1.0
2016-06-27 02:34:00,5,919.81,48.19,0.0
2016-06-27 02:55:00,2,349.93,44.69,0.0
2016-06-27 03:37:00,2,519.96,-366.42,1.0
2016-06-27 03:58:00,4,779.95,34.23,1.0
2016-06-27 04:40:00,4,923.85,-12.66,1.0
2016-06-27 05:22:00,4,1039.9,-77.0,1.0
2016-06-27 05:43:00,2,489.86,87.72,1.0
2016-06-27 06:04:00,1,299.97,-78.29,0.0
2016-06-27 06:25:00,3,479.98,-64.27,0.0
2016-06-27 06:46:00,5,629.87,6.55,1.0
2016-06-27 07:28:00,4,809.91,34.64,1.0
2016-06-27 07:49:00,4,1029.91,23.49,0.0
2016-06-27 08:31:00,2,329.91,-164.83,1.0
2016-06-27 08:52:00,1,199.98,91.19,1.0
2016-06-27 09:13:00,1,399.98,44.75,1.0
2016-06-27 09:34:00,2,399.98,67.95,0.0
2016-06-27 09:55:00,3,1049.84,102.18,0.0
2016-06-27 10:16:00,3,449.96,31.8,0.0
2016-06-27 10:37:00,2,399.98,2.6,0.0
2016-06-27 10:58:00,5,744.96,52.21,0.0
2016-06-27 11:19:00,5,1009.77,41.62,0.0
2016-06-27 11:40:00,5,884.83,73.87,1.0
2016-06-27 12:01:00,3,629.93,-45.51,1.0
2016-06-27 12:22:00,1,129.99,33.34,0.0
2016-06-27 12:43:00,5,929.92,38.29,1.0
2016-06-27 13:04:00,3,449.89,18.73,0.0
2016-06-27 13:25:00,2,257.95,48.44,0.0
2016-06-27 13:46:00,5,973.92,52.01,0.0
2016-06-27 14:07:00,5,1031.87,67.69,1.0
2016-06-27 14:28:00,5,884.87,-56.71,1.0
2016-06-27 15:10:00,1,39.99,17.11,0.0
2016-06-27 15:52:00,4,889.94,-48.55,1.0
2016-06-27 16:13:00,4,461.96,-17.45,1.0
2016-06-27 16:34:00,5,271.91,-5.04,1.0
2016-06-27 16:55:00,3,779.93,-39.32,1.0
2016-06-27 17:16:00,3,849.9,85.56,1.0
2016-06-27 17:38:00,2,499.93,67.53,1.0
2016-06-27 17:59:00,2,424.97,43.49,1.0
2016-06-27 18:20:00,4,689.87,47.7,0.0
2016-06-27 19:02:00,4,539.88,44.68,0.0
2016-06-27 19:23:00,3,359.94,-24.49,1.0
2016-06-27 19:44:00,5,679.94,31.52,1.0
2016-06-27 20:05:00,3,359.96,19.07,0.0
2016-06-27 20:26:00,5,674.96,30.18,0.0
2016-06-27 20:47:00,3,417.95,52.12,0.0
2016-06-27 21:08:00,1,199.99,50.4,1.0
2016-06-27 21:29:00,2,549.95,108.18,1.0
2016-06-27 21:50:00,1,129.99,54.91,0.0
2016-06-27 22:11:00,2,699.93,90.85,1.0
2016-06-27 22:53:00,3,509.95,-83.92,1.0
2016-06-27 23:14:00,1,239.96,4.75,1.0
2016-06-27 23:35:00,1,129.99,37.03,0.0
2016-06-27 23:56:00,3,729.95,63.05,1.0
2016-06-28 00:17:00,4,759.95,60.12,1.0
2016-06-28 00:38:00,1,159.96,65.5,1.0
2016-06-28 00:59:00,2,289.99,49.5,1.0
2016-06-28 01:20:00,3,654.92,66.93,0.0
2016-06-28 01:41:00,4,919.83,31.11,0.0
2016-06-28 02:02:00,3,429.98,-57.4,0.0
2016-06-28 02:23:00,3,529.98,47.25,1.0
2016-06-28 02:44:00,5,1029.85,-184.18,1.0
2016-06-28 03:05:00,2,314.94,9.09,0.0
2016-06-28 03:26:00,2,249.97,15.58,1.0
2016-06-28 03:47:00,3,369.94,37.38,0.0
2016-06-28 04:08:00,3,439.98,59.97,1.0
2016-06-28 04:29:00,1,129.99,46.8,1.0
2016-06-28 04:50:00,3,669.92,55.23,0.0
2016-06-28 05:11:00,5,789.91,46.82,0.0
2016-06-28 05:32:00,4,729.95,58.52,0.0
2016-06-28 05:53:00,3,649.91,48.61,1.0
2016-06-28 06:14:00,3,309.98,15.31,1.0
2016-06-28 06:35:00,5,1019.93,37.92,1.0
2016-06-28 06:56:00,5,1119.91,-163.33,1.0
2016-06-28 07:17:00,4,929.94,57.49,1.0
2016-06-28 07:38:00,2,343.96,22.15,1.0
2016-06-28 07:59:00,4,929.94,-108.87,1.0
2016-06-28 08:20:00,4,639.96,66.34,1.0
2016-06-28 09:02:00,4,1029.93,83.14,0.0
2016-06-28 09:23:00,3,699.9,83.29,1.0
2016-06-28 09:44:00,3,649.91,71.1,1.0
2016-06-28 10:05:00,4,514.92,38.15,0.0
2016-06-28 10:27:00,5,1179.92,29.11,0.0
2016-06-28 11:51:00,4,489.98,18.73,1.0
2016-06-28 12:12:00,3,639.86,60.61,1.0
2016-06-28 12:33:00,4,439.92,23.43,1.0
2016-06-28 12:54:00,3,433.93,52.89,1.0
2016-06-28 13:15:00,3,779.93,98.47,1.0
2016-06-28 13:36:00,1,399.98,23.13,0.0
2016-06-28 13:57:00,3,849.94,28.19,0.0
2016-06-28 14:18:00,2,379.89,2.31,0.0
2016-06-28 14:39:00,1,299.98,18.71,1.0
2016-06-28 15:00:00,1,150.0,43.94,1.0
2016-06-28 15:21:00,1,199.99,5.82,1.0
2016-06-28 15:42:00,3,299.97,24.93,1.0
2016-06-28 16:03:00,2,429.97,-76.71,1.0
2016-06-28 16:24:00,1,199.99,7.84,1.0
2016-06-28 16:45:00,4,269.93,12.49,1.0
2016-06-28 17:06:00,5,1017.83,12.32,0.0
2016-06-28 17:48:00,2,259.92,-47.87,0.0
2016-06-28 18:09:00,5,1249.82,60.14,1.0
2016-06-28 18:30:00,1,129.99,32.8,1.0
2016-06-28 18:51:00,3,689.96,-3.42,1.0
2016-06-28 19:12:00,4,429.86,33.96,1.0
2016-06-28 19:33:00,4,779.95,39.12,1.0
2016-06-28 19:54:00,4,1049.91,-279.59,1.0
2016-06-28 20:15:00,2,169.98,-11.23,1.0
2016-06-28 20:57:00,1,199.98,49.5,1.0
2016-06-28 21:18:00,2,319.98,40.96,1.0
2016-06-28 22:00:00,2,304.92,45.88,1.0
2016-06-28 22:21:00,3,349.96,-11.77,0.0
2016-06-28 22:42:00,5,989.78,-72.47,0.0
2016-06-28 23:03:00,2,499.98,32.71,1.0
2016-06-28 23:24:00,4,749.91,35.05,1.0
2016-06-28 23:45:00,3,531.94,5.71,1.0
2016-06-29 00:27:00,1,129.99,10.41,1.0
2016-06-29 00:48:00,2,279.99,15.11,0.0
2016-06-29 01:09:00,4,1199.94,53.55,1.0
2016-06-29 01:30:00,1,299.98,15.44,1.0
2016-06-29 01:51:00,5,469.86,-90.07,0.0
2016-06-29 02:12:00,2,279.96,15.53,1.0
2016-06-29 02:33:00,2,379.95,49.01,1.0
2016-06-29 02:54:00,1,149.94,25.19,1.0
2016-06-29 03:37:00,3,839.87,-85.89,0.0
2016-06-29 04:19:00,3,459.97,16.77,0.0
2016-06-29 04:40:00,2,239.98,38.4,1.0
2016-06-29 05:01:00,5,1629.91,61.75,1.0
2016-06-29 05:43:00,4,969.85,79.08,0.0
2016-06-29 06:04:00,5,599.93,-15.3,0.0
2016-06-29 06:25:00,1,199.99,55.44,1.0
2016-06-29 07:07:00,4,829.88,42.71,0.0
2016-06-29 07:28:00,3,475.9,38.43,0.0
2016-06-29 07:49:00,1,129.99,32.5,0.0
2016-06-29 08:31:00,3,759.93,50.7,0.0
2016-06-29 08:52:00,2,359.97,-86.04,0.0
2016-06-29 10:16:00,5,929.89,-10.41,0.0
2016-06-29 10:37:00,5,1179.82,41.61,0.0
2016-06-29 11:19:00,1,199.99,80.04,0.0
2016-06-29 11:40:00,4,709.95,55.09,1.0
2016-06-29 12:22:00,4,839.97,63.95,1.0
2016-06-29 12:43:00,1,199.99,51.04,1.0
2016-06-29 13:25:00,5,939.92,71.39,1.0
2016-06-29 14:07:00,5,1004.8,1.95,0.0
2016-06-29 14:28:00,2,399.94,70.97,0.0
2016-06-29 14:49:00,3,649.81,37.33,0.0
2016-06-29 15:10:00,2,279.93,-31.14,1.0
2016-06-29 15:52:00,2,499.97,73.31,0.0
2016-06-29 16:13:00,4,500.0,38.6,0.0
2016-06-29 16:34:00,4,879.9,-15.39,0.0
2016-06-29 16:55:00,1,299.95,20.47,1.0
2016-06-29 17:16:00,4,799.95,29.75,1.0
2016-06-29 18:19:00,1,199.92,53.98,0.0
2016-06-29 18:40:00,5,991.93,8.77,1.0
2016-06-29 19:01:00,4,609.87,60.11,1.0
2016-06-29 19:22:00,2,339.96,46.04,1.0
2016-06-29 19:43:00,3,639.94,36.46,1.0
2016-06-29 20:04:00,3,579.91,31.38,0.0
2016-06-29 20:26:00,5,929.9,61.26,1.0
2016-06-29 20:47:00,4,1169.91,25.07,1.0
2016-06-29 21:08:00,2,379.99,-9.69,0.0
2016-06-29 21:29:00,1,199.95,2.52,0.0
2016-06-29 21:50:00,3,559.9,-77.42,0.0
2016-06-29 22:11:00,5,1069.88,70.56,1.0
2016-06-29 22:32:00,2,639.94,-147.69,1.0
2016-06-29 22:53:00,4,779.87,46.23,0.0
2016-06-29 23:14:00,1,299.95,18.14,1.0
2016-06-29 23:35:00,4,1049.89,-33.69,0.0
2016-06-29 23:56:00,1,129.99,29.48,1.0
2016-06-30 00:17:00,3,739.94,16.8,1.0
2016-06-30 00:38:00,2,429.97,-39.96,0.0
2016-06-30 00:59:00,5,1559.84,91.53,0.0
2016-06-30 01:20:00,1,299.98,119.84,1.0
2016-06-30 02:02:00,1,399.98,164.63,1.0
2016-06-30 02:23:00,1,119.96,38.6,0.0
2016-06-30 02:44:00,2,529.95,-161.05,0.0
2016-06-30 03:05:00,1,50.0,19.2,0.0
2016-06-30 03:26:00,2,299.95,50.44,1.0
2016-06-30 04:08:00,5,599.92,-24.95,0.0
2016-06-30 04:29:00,2,699.96,5.53,0.0
2016-06-30 04:50:00,1,150.0,49.69,0.0
2016-06-30 05:11:00,5,1149.9,29.24,1.0
2016-06-30 05:32:00,1,129.99,20.98,1.0
2016-06-30 05:53:00,3,799.9,48.22,0.0
2016-06-30 06:14:00,1,119.98,48.8,0.0
2016-06-30 06:35:00,5,899.88,7.92,0.0
2016-06-30 06:56:00,1,199.99,19.8,1.0
2016-06-30 07:17:00,5,1049.78,52.5,1.0
2016-06-30 07:38:00,1,200.0,48.0,1.0
2016-06-30 07:59:00,3,349.92,33.15,1.0
2016-06-30 08:20:00,1,299.98,55.44,1.0
2016-06-30 08:41:00,4,999.94,18.14,1.0
2016-06-30 09:02:00,5,1009.93,-219.15,1.0
2016-06-30 09:23:00,1,149.94,12.48,0.0
2016-06-30 09:44:00,1,399.96,113.92,0.0
2016-06-30 10:05:00,5,924.9,38.87,0.0
2016-06-30 10:26:00,3,695.95,20.44,1.0
2016-06-30 11:08:00,3,339.96,27.14,0.0
2016-06-30 11:29:00,3,499.94,31.74,0.0
2016-06-30 12:11:00,1,399.98,132.99,1.0
2016-06-30 12:32:00,4,789.89,37.79,1.0
2016-06-30 12:53:00,1,149.94,8.4,0.0
2016-06-30 13:36:00,2,249.93,22.7,0.0
2016-06-30 13:57:00,4,779.82,15.51,1.0
2016-06-30 14:18:00,4,859.92,84.3,1.0
2016-06-30 14:39:00,4,1299.91,-87.36,0.0
2016-06-30 15:21:00,3,279.96,-110.73,1.0
2016-06-30 15:42:00,2,479.95,-418.45,1.0
2016-06-30 16:03:00,1,150.0,1.56,1.0
2016-06-30 16:24:00,1,100.0,32.55,0.0
2016-06-30 16:45:00,3,759.92,110.01,0.0
2016-06-30 17:27:00,4,554.93,-102.69,1.0
2016-06-30 17:48:00,4,499.94,31.36,1.0
2016-06-30 18:09:00,4,1159.93,9.57,0.0
2016-06-30 18:51:00,4,719.83,47.9,1.0
2016-06-30 19:12:00,3,699.9,-22.5,1.0
2016-06-30 19:33:00,3,529.9,73.24,1.0
2016-06-30 19:54:00,3,509.88,-37.35,0.0
2016-06-30 20:57:00,4,1059.9,104.31,1.0
2016-06-30 21:18:00,3,379.95,41.43,1.0
2016-06-30 22:00:00,2,399.98,89.95,0.0
2016-06-30 22:21:00,1,299.97,-230.08,0.0
2016-06-30 22:42:00,3,839.92,101.18,1.0
2016-06-30 23:03:00,2,349.99,47.17,1.0
2016-06-30 23:24:00,3,489.93,5.25,0.0
2016-06-30 23:45:00,4,1159.88,-69.75,0.0
2016-07-01 00:06:00,1,299.98,31.05,0.0
2016-07-01 00:48:00,2,559.94,53.74,1.0
2016-07-01 01:09:00,1,129.99,32.76,0.0
2016-07-01 01:30:00,1,49.98,8.13,0.0
2016-07-01 01:51:00,3,479.92,-12.84,0.0
2016-07-01 02:12:00,3,639.87,-20.47,1.0
2016-07-01 02:33:00,4,709.96,43.04,1.0
2016-07-01 02:54:00,1,399.98,118.99,0.0
2016-07-01 03:15:00,4,469.86,22.1,0.0
2016-07-01 03:57:00,1,299.98,24.0,1.0
2016-07-01 04:18:00,3,609.87,-80.85,1.0
2016-07-01 04:39:00,4,609.91,50.84,0.0
2016-07-01 05:00:00,2,439.95,20.08,0.0
2016-07-01 05:21:00,2,339.94,20.74,0.0
2016-07-01 05:42:00,2,329.94,16.89,1.0
2016-07-01 06:03:00,1,74.97,11.39,1.0
2016-07-01 06:25:00,4,739.96,-131.91,0.0
2016-07-01 06:46:00,3,899.94,-42.97,0.0
2016-07-01 07:07:00,5,1029.88,58.66,0.0
2016-07-01 07:28:00,1,299.95,138.16,1.0
2016-07-01 07:49:00,5,1199.87,47.36,1.0
2016-07-01 08:10:00,3,519.95,46.09,0.0
2016-07-01 08:31:00,3,409.94,28.36,0.0
2016-07-01 08:52:00,2,499.97,35.83,0.0
2016-07-01 09:34:00,2,399.92,50.98,1.0
2016-07-01 09:55:00,5,659.85,29.83,1.0
2016-07-01 10:16:00,4,491.96,0.28,1.0
2016-07-01 10:37:00,5,649.84,47.38,0.0
2016-07-01 10:58:00,5,1109.91,1.69,1.0
2016-07-01 11:19:00,3,509.94,30.55,1.0
2016-07-01 12:01:00,5,889.77,43.29,1.0
2016-07-01 12:22:00,2,599.97,-112.95,0.0
2016-07-01 12:43:00,5,569.94,30.07,1.0
2016-07-01 13:04:00,5,799.77,36.73,1.0
2016-07-01 13:25:00,2,289.96,-30.98,0.0
2016-07-01 13:46:00,3,679.96,11.56,0.0
2016-07-01 14:07:00,5,1429.86,-94.9,0.0
2016-07-01 14:28:00,2,544.94,-189.1,1.0
2016-07-01 14:49:00,4,899.87,47.4,1.0
2016-07-01 15:52:00,4,999.88,75.34,0.0
2016-07-01 16:13:00,1,149.94,-7.83,1.0
2016-07-01 16:55:00,2,559.92,26.72,0.0
2016-07-01 17:37:00,4,749.87,-39.18,0.0
2016-07-01 17:58:00,5,991.86,30.45,1.0
2016-07-01 18:19:00,1,199.92,41.58,1.0
2016-07-01 18:40:00,4,269.98,18.39,1.0
2016-07-01 19:01:00,3,799.96,66.49,1.0
2016-07-01 19:43:00,5,1009.83,57.72,0.0
2016-07-01 20:04:00,2,549.92,75.45,1.0
2016-07-01 20:25:00,5,1229.93,22.76,0.0
2016-07-01 21:07:00,1,95.97,19.17,0.0
2016-07-01 21:28:00,2,329.98,46.11,1.0
2016-07-01 21:49:00,4,969.95,68.68,1.0
2016-07-01 23:14:00,4,949.96,1.35,1.0
2016-07-01 23:35:00,3,447.9,-28.5,1.0
2016-07-01 23:56:00,1,59.99,21.6,0.0
2016-07-02 00:17:00,4,749.89,-102.89,0.0
2016-07-02 00:59:00,1,129.99,33.17,1.0
2016-07-02 01:20:00,5,1339.87,66.37,1.0
2016-07-02 01:41:00,5,809.83,41.54,0.0
2016-07-02 02:02:00,5,1209.89,79.63,0.0
2016-07-02 02:23:00,4,889.91,62.26,0.0
2016-07-02 02:44:00,4,899.9,33.16,1.0
2016-07-02 03:05:00,5,934.85,70.25,1.0
2016-07-02 03:47:00,4,745.89,39.56,0.0
2016-07-02 04:08:00,2,599.97,-26.64,0.0
2016-07-02 04:29:00,2,329.99,57.07,1.0
2016-07-02 04:50:00,5,614.86,21.18,1.0
2016-07-02 05:11:00,4,844.84,-86.05,0.0
2016-07-02 05:32:00,3,559.96,22.82,0.0
2016-07-02 05:53:00,1,31.99,9.01,0.0
2016-07-02 06:14:00,2,549.98,72.04,1.0
2016-07-02 06:35:00,2,309.96,28.27,1.0
2016-07-02 06:56:00,5,959.86,48.87,0.0
2016-07-02 07:17:00,1,250.0,98.7,0.0
2016-07-02 07:38:00,5,1009.91,82.65,0.0
2016-07-02 08:20:00,2,216.0,34.5,1.0
2016-07-02 08:41:00,2,249.97,40.61,0.0
2016-07-02 09:02:00,4,799.89,45.53,0.0
2016-07-02 10:05:00,5,1239.89,-23.67,1.0
2016-07-02 10:26:00,1,199.99,49.92,1.0
2016-07-02 10:47:00,1,129.99,51.79,1.0
2016-07-02 11:08:00,1,199.99,-38.8,1.0
2016-07-02 11:29:00,4,974.97,-101.64,1.0
2016-07-02 11:50:00,2,399.98,-37.6,1.0
2016-07-02 12:11:00,1,299.95,117.01,1.0
2016-07-02 12:32:00,2,354.95,64.75,0.0
2016-07-02 12:53:00,4,1249.92,112.34,0.0
2016-07-02 13:35:00,3,549.88,-184.82,1.0
2016-07-02 14:17:00,3,529.91,21.41,0.0
2016-07-02 14:38:00,1,159.96,-44.12,1.0
2016-07-02 14:59:00,5,913.94,-32.21,1.0
2016-07-02 15:20:00,3,449.96,23.19,1.0
2016-07-02 15:41:00,2,319.92,-61.11,0.0
2016-07-02 16:03:00,2,439.95,24.84,0.0
2016-07-02 16:24:00,1,249.9,17.71,0.0
2016-07-02 16:45:00,4,759.79,38.16,1.0
2016-07-02 17:06:00,5,769.93,-44.42,1.0
2016-07-02 17:27:00,2,229.99,-41.52,0.0
2016-07-02 17:48:00,1,250.0,81.56,0.0
2016-07-02 18:30:00,1,99.96,26.99,1.0
2016-07-02 18:51:00,2,351.96,23.83,1.0
2016-07-02 19:12:00,3,559.96,74.04,0.0
2016-07-02 19:33:00,2,249.96,37.93,0.0
2016-07-02 19:54:00,3,669.93,63.02,0.0
2016-07-02 20:15:00,5,599.96,34.12,1.0
2016-07-02 20:36:00,3,564.96,41.96,1.0
2016-07-02 20:57:00,2,799.96,132.94,0.0
2016-07-02 21:18:00,4,939.84,75.8,0.0
2016-07-02 21:39:00,1,119.98,41.03,0.0
2016-07-02 22:21:00,2,799.96,157.49,1.0
2016-07-02 22:42:00,3,131.96,12.12,0.0
2016-07-02 23:03:00,1,50.0,15.35,0.0
2016-07-02 23:45:00,5,1049.84,31.28,1.0
2016-07-03 00:06:00,5,649.91,33.86,1.0
2016-07-03 00:27:00,3,549.95,21.84,0.0
2016-07-03 01:51:00,5,701.84,21.73,1.0
2016-07-03 02:12:00,5,949.77,-4.11,0.0
2016-07-03 02:33:00,2,699.95,95.55,0.0
2016-07-03 02:54:00,5,541.9,-6.84,0.0
2016-07-03 03:36:00,4,919.9,-52.44,1.0
2016-07-03 04:18:00,1,399.96,112.51,0.0
2016-07-03 04:39:00,3,649.89,49.81,0.0
2016-07-03 05:00:00,1,199.95,1.74,0.0
2016-07-03 05:42:00,4,969.88,40.88,0.0
2016-07-03 06:03:00,5,933.94,-17.42,0.0
2016-07-03 06:24:00,5,1189.88,15.64,0.0
2016-07-03 06:45:00,5,1159.86,45.46,0.0
2016-07-03 07:27:00,5,1089.92,50.0,0.0
2016-07-03 07:48:00,2,249.92,32.58,1.0
2016-07-03 08:09:00,1,149.94,37.81,1.0
2016-07-03 08:30:00,2,239.98,-17.52,1.0
2016-07-03 08:51:00,4,699.94,-11.88,1.0
2016-07-03 09:13:00,5,1059.86,50.58,1.0
2016-07-03 09:34:00,3,539.95,22.4,0.0
2016-07-03 10:16:00,4,789.86,-3.96,1.0
2016-07-03 10:37:00,5,999.83,40.48,0.0
2016-07-03 10:58:00,3,629.88,20.01,0.0
2016-07-03 11:19:00,4,479.93,3.05,0.0
2016-07-03 11:40:00,3,979.91,-145.57,0.0
2016-07-03 12:01:00,2,179.97,7.62,1.0
2016-07-03 12:22:00,5,919.87,19.14,1.0
2016-07-03 12:43:00,3,729.94,53.22,0.0
2016-07-03 13:04:00,3,389.92,3.43,0.0
2016-07-03 13:25:00,3,749.95,46.87,0.0
2016-07-03 13:46:00,2,229.99,35.3,1.0
2016-07-03 14:07:00,4,909.89,-37.43,0.0
2016-07-03 14:28:00,1,129.99,16.92,0.0
2016-07-03 14:49:00,2,124.98,14.57,0.0
2016-07-03 15:10:00,3,629.95,73.78,0.0
2016-07-03 15:52:00,3,514.87,40.14,1.0
2016-07-03 16:34:00,4,679.94,51.51,0.0
2016-07-03 17:16:00,4,557.94,37.82,1.0
2016-07-03 17:37:00,3,849.88,35.97,1.0
2016-07-03 17:58:00,4,1129.87,30.04,0.0
2016-07-03 18:19:00,5,1249.87,-0.41,1.0
2016-07-03 18:40:00,2,449.98,47.45,1.0
2016-07-03 19:22:00,4,1029.9,50.34,1.0
2016-07-03 19:43:00,5,709.94,4.14,0.0
2016-07-03 20:04:00,2,163.95,17.9,1.0
2016-07-03 20:25:00,2,279.96,57.87,1.0
2016-07-03 20:46:00,5,1319.89,84.34,1.0
2016-07-03 21:07:00,4,999.89,-129.78,1.0
2016-07-03 21:28:00,5,1119.88,15.74,0.0
2016-07-03 21:49:00,2,249.93,35.62,0.0
2016-07-03 22:10:00,1,99.96,46.06,0.0
2016-07-03 22:31:00,3,429.93,34.2,1.0
2016-07-03 22:52:00,2,479.93,15.7,1.0
2016-07-03 23:13:00,1,199.99,17.4,0.0
2016-07-03 23:34:00,1,399.98,35.2,0.0
2016-07-03 23:55:00,5,1149.91,75.18,1.0
2016-07-04 00:37:00,1,49.98,20.92,1.0
2016-07-04 00:58:00,4,609.91,46.32,0.0
2016-07-04 01:19:00,3,799.89,52.75,0.0
2016-07-04 01:40:00,3,999.93,-34.27,0.0
2016-07-04 02:02:00,5,1009.9,-4.94,1.0
2016-07-04 03:26:00,1,239.96,65.33,0.0
2016-07-04 03:47:00,5,1159.88,-30.24,1.0
2016-07-04 04:08:00,5,869.86,-23.39,1.0
2016-07-04 04:29:00,3,729.92,41.96,0.0
2016-07-04 04:50:00,3,479.99,57.48,0.0
2016-07-04 05:11:00,2,529.97,78.26,0.0
2016-07-04 05:32:00,2,399.98,54.95,1.0
2016-07-04 05:53:00,4,929.91,65.02,1.0
2016-07-04 06:14:00,4,799.96,78.7,1.0
2016-07-04 06:35:00,1,129.99,59.24,1.0
2016-07-04 06:56:00,3,439.95,34.55,1.0
2016-07-04 07:17:00,5,649.93,7.9,1.0
2016-07-04 07:38:00,2,899.93,61.55,1.0
2016-07-04 07:59:00,4,819.9,43.58,0.0
2016-07-04 08:20:00,5,561.96,40.86,1.0
2016-07-04 08:41:00,4,691.91,46.36,1.0
2016-07-04 09:02:00,1,49.98,-31.5,1.0
2016-07-04 09:44:00,1,299.98,115.19,0.0
2016-07-04 10:05:00,5,699.92,44.51,1.0
2016-07-04 10:47:00,1,199.99,52.0,1.0
2016-07-04 11:08:00,3,475.93,53.33,1.0
2016-07-04 11:29:00,3,609.93,77.73,0.0
2016-07-04 11:50:00,5,1229.84,-16.36,0.0
2016-07-04 12:11:00,5,1179.94,-51.53,0.0
2016-07-04 12:32:00,4,909.86,-0.93,1.0
2016-07-04 12:53:00,2,359.94,60.8,1.0
2016-07-04 13:14:00,1,99.96,45.52,1.0
2016-07-04 13:35:00,1,399.98,126.09,1.0
2016-07-04 13:56:00,5,1099.9,-203.54,0.0
2016-07-04 14:17:00,2,295.96,-45.29,1.0
2016-07-04 14:38:00,2,399.97,-2.7,1.0
2016-07-04 14:59:00,2,399.98,2.32,0.0
2016-07-04 15:41:00,5,959.92,24.11,0.0
2016-07-04 16:23:00,3,999.91,106.84,1.0
2016-07-04 16:44:00,4,649.81,-45.36,1.0
2016-07-04 17:05:00,5,1119.94,-84.74,1.0
2016-07-04 17:26:00,3,339.98,40.32,1.0
2016-07-04 17:47:00,1,79.98,37.24,1.0
2016-07-04 18:08:00,5,827.91,39.56,1.0
2016-07-04 18:51:00,2,739.91,116.27,1.0
2016-07-04 20:15:00,1,99.96,47.98,0.0
2016-07-04 20:36:00,4,839.89,46.72,0.0
2016-07-04 20:57:00,1,199.98,-133.39,0.0
2016-07-04 21:18:00,3,489.96,-81.92,1.0
2016-07-04 21:39:00,2,449.96,59.0,1.0
2016-07-04 22:21:00,1,129.99,29.85,1.0
2016-07-04 22:42:00,1,199.99,27.9,0.0
2016-07-04 23:24:00,2,399.99,29.11,1.0
2016-07-05 00:06:00,1,129.99,3.24,0.0
2016-07-05 00:27:00,1,159.96,42.55,0.0
2016-07-05 00:48:00,3,729.96,45.53,1.0
2016-07-05 01:09:00,1,299.98,76.03,0.0
2016-07-05 01:51:00,3,699.96,41.69,0.0
2016-07-05 02:12:00,2,549.98,103.94,0.0
2016-07-05 02:54:00,3,799.95,71.45,0.0
2016-07-05 03:15:00,1,499.95,115.49,0.0
2016-07-05 03:36:00,4,877.8,36.59,1.0
2016-07-05 03:57:00,4,999.95,66.86,1.0
2016-07-05 04:18:00,2,499.94,-75.72,1.0
2016-07-05 04:39:00,3,339.92,26.81,1.0
2016-07-05 05:00:00,5,799.91,14.89,1.0
2016-07-05 05:42:00,2,639.94,90.24,1.0
2016-07-05 06:03:00,3,779.97,60.25,1.0
2016-07-05 06:24:00,2,167.95,17.4,1.0
2016-07-05 06:45:00,1,150.0,-21.15,0.0
